"Kod";"Nazwa";"ogółem;1999;[ha]";"ogółem;2000;[ha]";"ogółem;2001;[ha]";"ogółem;2002;[ha]";"ogółem;2003;[ha]";"ogółem;2004;[ha]";"ogółem;2005;[ha]";"ogółem;2006;[ha]";"ogółem;2007;[ha]";"ogółem;2008;[ha]";"ogółem;2009;[ha]";"ogółem;2010;[ha]";"ogółem;2011;[ha]";"ogółem;2012;[ha]";"ogółem;2013;[ha]";"ogółem;2014;[ha]";"ogółem;2015;[ha]";"ogółem;2016;[ha]";"ogółem;2017;[ha]";"ogółem;2018;[ha]";"ogółem;2019;[ha]";"ogółem;2020;[ha]";"ogółem;2021;[ha]";"ogółem;2022;[ha]";"ogółem;2023;[ha]";"ogółem;2024;[ha]";
2416000;"Powiat zawierciański";;30585,3;30857,5;30419,8;30388,4;30448,7;30483,5;30514,0;30725,9;30485,3;30483,6;30533,5;30585,7;30550,5;30511,02;30640,53;30652,32;30792,70;30818,13;30914,07;31075,30;31100,95;31165,33;31148,72;31395,44;30665,78;
2417000;"Powiat żywiecki";;54740,4;54794,1;54723,6;54854,0;54770,2;54757,5;54758,3;54743,6;54744,3;54745,0;54740,7;54748,0;54741,8;54745,68;54746,89;54746,08;54746,03;54745,37;54746,71;54864,35;54965,23;55020,90;55058,27;55125,97;55074,99;
2461000;"Powiat m. Bielsko-Biała";;3174,4;3179,2;3172,9;3181,2;3165,1;3167,8;3167,8;3149,1;3148,2;3145,2;3140,2;3137,9;3136,8;3160,51;3160,25;3150,94;3158,74;3157,89;3172,16;3172,01;3171,81;3179,90;3178,36;3187,43;3205,87;
2462000;"Powiat m. Bytom";;1342,9;1342,9;1346,8;1330,2;1328,7;1328,6;1328,6;1328,4;1328,3;1291,4;1291,4;1291,4;1423,9;1431,81;1450,06;1450,05;1450,05;1449,50;1449,01;1448,99;1448,99;1448,99;1454,81;1450,26;1450,26;
2463000;"Powiat m. Chorzów";;225,0;225,0;225,0;225,0;225,1;226,4;226,4;226,4;226,4;226,4;235,1;235,1;235,1;235,11;235,11;235,11;235,11;235,11;235,11;235,11;235,11;235,11;235,11;235,11;235,11;
2464000;"Powiat m. Częstochowa";;459,0;487,0;486,7;481,7;500,4;528,1;565,6;563,5;583,6;583,7;670,5;680,3;679,3;679,04;678,04;678,91;677,90;676,91;656,46;655,45;662,45;665,46;682,56;686,56;687,37;
2465000;"Powiat m. Dąbrowa Górnicza";;4369,9;4346,3;4353,0;4345,0;4353,4;4357,0;4394,9;4396,4;4181,3;4182,1;4193,8;4202,9;4190,9;4189,59;4363,66;4365,73;4394,08;4594,44;4731,05;4745,96;4755,72;4771,09;4785,94;4806,51;4810,46;
2466000;"Powiat m. Gliwice";;1569,3;1519,6;1517,3;1510,3;1517,5;1517,2;1523,3;1560,3;1556,1;1480,4;1515,0;1514,9;1535,1;1535,57;1535,65;1531,47;1531,43;1532,05;1534,56;1534,56;1543,01;1552,36;1553,74;1553,74;1549,73;
2467000;"Powiat m. Jastrzębie-Zdrój";;618,7;620,7;617,0;627,9;627,9;627,9;587,4;570,9;578,1;579,1;552,8;553,8;552,6;552,82;553,83;553,44;586,44;585,07;585,07;585,07;585,07;585,07;590,13;590,12;592,40;
2468000;"Powiat m. Jaworzno";;5209,1;5169,4;5197,2;5203,5;5211,3;5211,5;5280,3;5344,9;5349,4;5379,4;5763,9;5768,2;5839,6;5880,60;5881,30;5881,23;5900,81;5909,71;5910,72;5914,20;5875,86;5870,40;5879,87;5777,81;5643,99;
2469000;"Powiat m. Katowice";;6697,2;6683,2;6652,2;6666,2;6680,9;6789,0;6786,5;6788,5;6790,7;6790,5;6861,1;6869,1;6872,9;6873,75;6844,13;6839,47;6867,30;6847,62;6846,18;6869,23;6892,21;6892,23;6897,03;6897,52;6896,73;
2470000;"Powiat m. Mysłowice";;1675,0;1676,0;1675,9;1694,0;1694,3;1725,8;1712,9;1712,9;1712,9;1712,9;1748,1;1747,8;1747,8;1747,26;1742,86;1750,85;1750,85;1738,42;1738,53;1738,53;1766,44;1766,44;1766,40;1766,40;1764,46;
2471000;"Powiat m. Piekary Śląskie";;218,1;218,1;215,9;220,6;221,6;219,8;219,9;219,3;218,3;218,2;219,1;219,1;221,3;223,71;224,77;224,77;225,50;225,50;222,67;222,67;222,51;222,30;222,30;221,39;221,39;
2472000;"Powiat m. Ruda Śląska";;1541,0;1530,0;1510,0;1506,5;1518,7;1564,3;1564,3;1564,3;1564,3;1564,3;1597,0;1608,1;1608,0;1607,99;1608,11;1614,24;1611,60;1612,43;1612,58;1612,78;1617,81;1617,30;1620,11;1620,54;1620,52;
2473000;"Powiat m. Rybnik";;4578,7;4614,2;4614,2;4614,7;4618,0;4652,7;4653,7;4730,5;4709,6;4713,7;4715,4;4729,7;4728,6;4726,75;4716,79;4726,07;4725,66;4689,76;4688,79;4688,79;4630,91;4630,98;4628,56;4633,99;4635,37;
2474000;"Powiat m. Siemianowice Śląskie";;37,0;37,0;0,0;0,0;37,2;37,9;37,9;37,9;37,9;37,9;37,9;37,9;37,9;37,88;37,88;37,88;37,88;37,88;37,88;37,88;37,88;37,88;37,88;37,88;37,88;
2475000;"Powiat m. Sosnowiec";;1537,4;1557,1;1639,3;1614,5;1659,3;1675,0;1707,8;1694,0;1600,3;1593,6;1570,7;1564,0;1563,0;1509,62;1521,21;1517,47;1517,47;1517,19;1517,19;1517,44;1540,47;1507,37;1506,70;1522,88;1558,02;
2477000;"Powiat m. Tychy";;2274,9;2266,2;2266,2;2287,7;2289,9;2314,9;2320,8;2322,0;2417,3;2323,6;2271,5;2271,7;2271,1;2278,22;2291,79;2291,08;2290,18;2289,62;2289,62;2287,46;2269,01;2265,88;2329,47;2330,96;2328,65;
2478000;"Powiat m. Zabrze";;1301,8;1272,2;1254,3;1273,8;1255,4;1260,2;1250,2;1250,2;1245,2;1245,2;1264,6;940,3;950,4;960,65;970,71;971,90;959,37;949,37;952,96;961,69;973,77;974,94;976,90;976,96;974,01;
2479000;"Powiat m. Żory";;1572,5;1575,4;1573,1;1570,7;1571,0;1578,5;1593,8;1566,5;1556,0;1556,0;1556,6;1556,1;1556,2;1556,14;1570,56;1568,48;1551,83;1549,75;1549,64;1549,57;1549,46;1549,42;1547,92;1545,78;1545,72;
2601000;"Powiat buski";;9158,0;9221,0;9301,6;9561,3;9650,3;9838,1;9864,5;10040,0;10113,0;10198,0;10210,3;10347,2;10518,9;10547,85;10576,34;10618,05;10675,01;10759,95;10775,95;10795,13;10799,34;10977,55;11131,95;11152,61;11152,76;
2602000;"Powiat jędrzejowski";;23180,1;23219,3;23284,4;23362,8;23904,2;24118,3;24139,5;24056,7;24032,3;24070,9;24109,0;24179,1;24332,6;24527,53;24690,91;24721,68;24794,58;24900,47;25026,04;25042,04;25052,65;25122,41;25227,39;25158,27;25160,78;
2603000;"Powiat kazimierski";;1676,5;1573,6;1571,8;1756,0;1747,0;1750,9;1749,9;1747,9;1753,2;1765,2;1153,2;1166,7;1186,2;1183,88;1185,88;1183,98;1217,90;1226,90;1228,57;1249,42;1251,20;1282,09;1297,80;1301,29;1358,02;
2604000;"Powiat kielecki";;78182,0;78419,9;78404,9;78249,8;78324,3;78276,7;78480,7;78510,7;78468,1;78479,8;78453,7;78578,5;78706,4;78759,58;78746,93;78784,67;78868,42;78939,99;78935,73;79038,63;79070,21;79157,60;78895,33;79155,75;78802,69;
2605000;"Powiat konecki";;54109,8;53993,8;54034,8;54050,9;54909,2;55929,9;55949,0;56008,9;56605,3;56841,5;57191,6;57259,2;57251,6;56968,76;57029,69;57029,41;57070,28;57094,12;57037,64;56914,65;57009,37;57017,42;57050,44;56687,75;56626,90;
2606000;"Powiat opatowski";;12753,3;12692,6;12554,5;12656,7;12661,5;12545,5;12711,8;13845,3;13861,0;13995,9;14026,3;14050,9;14160,9;14258,48;14268,54;14287,75;14235,67;14292,35;14359,37;13931,95;13542,51;13599,18;13397,65;13384,15;13349,01;
2607000;"Powiat ostrowiecki";;18517,8;18516,0;18520,2;18519,7;18600,4;18645,6;18652,7;18648,8;18646,0;18643,1;18768,2;18798,9;18787,4;19003,98;19123,66;19368,56;19299,75;19307,72;19325,98;19322,33;19330,75;19341,30;19346,25;19299,24;19311,82;
2608000;"Powiat pińczowski";;10714,3;10713,3;10695,8;10693,4;10695,5;10759,5;10759,5;10757,1;10771,5;10771,5;10767,8;10767,3;10803,4;11172,49;11191,16;11200,68;11221,51;11233,54;11239,81;11250,24;11259,63;11310,68;11311,48;11319,18;11329,42;
2609000;"Powiat sandomierski";;4000,1;4012,3;4035,9;4226,7;4531,0;4554,5;4559,4;4594,9;4618,6;4617,8;4616,8;4617,8;4618,3;4620,93;4806,57;4806,47;4805,14;4804,54;4797,07;4845,76;4845,60;4850,65;4854,44;4854,74;4888,94;
2610000;"Powiat skarżyski";;20767,3;21526,9;21518,4;22939,0;22935,8;22883,6;22993,8;22975,8;23216,0;23219,2;23938,5;23890,0;23595,0;23772,69;23801,05;23801,73;23820,04;23817,24;23816,26;23286,12;22923,21;22928,11;22970,94;22975,17;22974,24;
2611000;"Powiat starachowicki";;24971,3;24273,8;24207,0;24207,9;24210,5;24230,1;24268,3;24274,2;24321,0;24327,0;24324,1;24323,9;24323,5;24328,67;24333,51;24359,55;24351,85;24315,50;24322,71;24324,78;24314,01;24322,33;24321,78;24323,47;24387,71;
2612000;"Powiat staszowski";;25314,1;25469,8;25429,5;26180,3;26172,3;26170,4;26243,6;26200,7;26199,4;25601,5;25623,9;25626,9;25633,0;25685,28;25653,13;26083,08;26195,13;26246,49;26345,81;26390,40;26544,13;26575,03;26599,55;26607,41;26410,32;
2613000;"Powiat włoszczowski";;34827,4;34836,1;35966,8;36282,5;37404,2;37399,7;37444,3;37665,3;38000,9;38016,9;38084,9;38376,2;38495,2;38780,93;38822,94;38980,06;39302,16;39395,47;39424,48;39636,61;39705,40;39783,84;39841,04;39726,01;39655,75;
2661000;"Powiat m. Kielce";;2263,2;2263,1;2265,0;2270,0;2361,5;2360,7;2364,9;2367,5;2367,3;2367,5;2354,2;2353,6;2353,7;2356,98;2358,29;2358,29;2353,75;2354,75;2352,32;2352,49;2349,61;2350,92;2350,63;2367,17;2367,35;
2801000;"Powiat bartoszycki";;26849,2;27228,8;27666,2;27918,1;28284,6;28524,6;28991,3;29293,8;29475,2;29686,3;30952,0;31434,9;31508,9;31511,89;31641,65;31727,09;31871,04;31931,56;32738,82;32911,00;33020,11;33029,15;33082,48;33098,30;33121,91;
2802000;"Powiat braniewski";;28020,3;28365,2;28456,2;28864,7;29192,7;29487,0;29481,9;29530,5;29689,1;29953,1;30454,9;31317,6;31626,8;31810,79;32183,07;32359,83;32366,76;32513,05;32734,24;33063,91;33094,93;33093,20;33370,66;33445,68;33541,76;
2803000;"Powiat działdowski";;27507,2;27543,6;27661,6;27691,6;27063,6;27674,9;27759,9;27826,3;27938,0;28002,8;28035,0;28033,8;28166,2;28281,48;28371,97;28174,57;28205,60;28212,10;28291,30;28756,78;28821,09;28833,65;28876,99;28970,06;28953,33;
2804000;"Powiat elbląski";;25507,8;25770,6;26042,0;26304,7;26382,4;26456,5;26586,7;26719,4;26808,8;27315,8;27526,7;27578,8;27800,0;28050,07;28229,18;28329,89;28580,00;28796,96;28781,75;28804,14;28856,32;28789,69;28847,73;28854,38;28869,03;
2805000;"Powiat ełcki";;24681,7;24717,7;24735,7;24693,4;24717,3;24745,4;24715,9;24745,2;24794,3;24816,2;24858,6;24882,1;24991,6;25082,89;25159,26;25291,61;25303,97;25342,55;25342,01;25363,33;25147,66;25219,66;25212,87;25211,08;25214,55;
2806000;"Powiat giżycki";;49332,2;49512,2;28719,8;28671,8;28911,1;29002,8;29076,4;29179,1;29215,6;29417,2;29622,9;29672,3;29800,6;29838,20;29892,34;29975,30;29988,62;29993,90;29982,93;29987,02;30001,48;30013,83;30006,74;30032,34;30121,26;
2807000;"Powiat iławski";;36812,8;36798,1;36837,1;36886,2;36906,4;37300,5;37445,1;37521,5;37539,3;37599,7;37775,5;37789,7;37817,5;37981,34;37921,20;38442,63;38489,95;39225,63;39266,07;39294,01;39293,23;39295,02;39298,36;39328,68;39354,97;
2808000;"Powiat kętrzyński";;19469,7;19670,3;19670,3;19946,7;20023,3;20021,6;19979,5;20049,9;20251,2;20340,1;20654,5;20657,8;20874,0;20899,40;20967,31;20908,86;21027,52;21044,00;21161,16;21173,31;21453,10;21450,16;21450,80;21448,76;21450,44;
2809000;"Powiat lidzbarski";;23394,2;23793,3;24228,5;24761,4;24955,6;25034,1;25068,0;25165,5;25208,5;25244,0;25513,4;25793,2;25934,9;26108,02;26136,83;26166,66;26271,99;26360,21;26669,66;27611,05;27644,70;27653,27;27711,52;27791,74;27803,58;
2810000;"Powiat mrągowski";;33855,1;33872,7;33893,4;33911,6;34032,0;34144,3;34215,8;34253,6;34259,7;34318,2;34456,9;34350,7;34411,6;34517,31;34547,78;34535,18;34544,03;34823,66;34776,53;34769,25;34772,42;34784,80;34821,65;34835,10;34891,68;
2811000;"Powiat nidzicki";;36010,4;36283,5;36371,3;36378,8;36398,4;36461,1;37804,4;37797,4;37880,5;37928,3;38086,1;38126,9;38314,2;38422,14;38566,99;38711,79;38985,96;39082,59;39435,42;39526,41;39540,20;39554,93;39550,94;39612,11;39604,92;
2812000;"Powiat nowomiejski";;13814,9;13823,0;13837,4;13851,0;13857,2;13862,5;14783,2;14817,8;14819,3;14842,0;14847,8;14849,3;14680,6;14741,29;14802,80;14904,44;14871,16;14943,91;14935,76;14976,51;14989,88;14998,92;14993,27;14993,47;14978,45;
2813000;"Powiat olecki";;40666,6;40865,4;22579,0;22581,7;22561,2;22716,5;22704,3;22743,2;22783,5;22880,8;23174,5;23177,2;23596,3;23591,69;23770,55;23889,07;23948,18;23945,61;23984,19;24041,30;24034,47;24028,89;24050,69;24096,26;24102,34;
2814000;"Powiat olsztyński";;107188,5;107668,8;108038,2;108322,1;108503,6;108594,5;108876,9;109108,3;109382,2;109456,7;110071,7;110157,3;110072,3;110149,29;110392,28;111168,85;112511,96;112911,50;113923,78;114201,28;114283,07;114332,35;114379,25;115328,99;115369,42;
2815000;"Powiat ostródzki";;51277,3;51518,6;51779,1;51998,0;52138,9;52157,4;52263,6;52461,5;52573,4;53088,4;53436,1;54116,0;54479,6;54991,45;55095,97;55316,36;55655,19;56044,28;56123,96;56205,93;56434,95;56444,97;56560,61;56954,82;57175,17;
2816000;"Powiat piski";;87885,8;88030,2;88276,6;88436,7;88792,3;88995,0;89173,6;89323,5;89434,7;89559,0;89606,0;89657,7;89755,5;89769,46;89793,61;89834,45;89825,68;89831,79;89869,68;90204,61;90215,10;90106,98;90112,91;90119,03;90218,77;
2817000;"Powiat szczycieński";;96622,5;96775,3;96876,6;96993,9;97070,0;97164,9;97660,8;97761,7;97850,2;97911,0;98441,1;98483,9;98585,3;98997,06;99160,50;99665,87;100246,35;100392,25;100451,19;100485,25;100798,25;100812,71;100898,73;100952,77;101038,73;
2818000;"Powiat gołdapski";;;;24778,0;24774,9;24863,2;24866,2;24936,4;24949,0;24969,2;25008,2;25205,7;25332,6;25393,6;25401,34;25502,40;25521,85;25530,09;25553,29;25552,28;25528,76;25565,52;25545,78;25550,55;25603,31;25720,26;
2819000;"Powiat węgorzewski";;;;14198,6;14299,5;14319,6;14374,2;14505,7;14533,8;14537,7;14559,1;14566,3;14586,5;14577,6;14587,75;14633,95;14664,63;14864,58;14965,05;14996,25;15005,26;15040,05;15032,50;15033,21;15079,35;15085,80;
2861000;"Powiat m. Elbląg";;1944,2;1944,2;1943,1;1943,1;2127,2;2127,2;2141,1;2144,1;2166,1;2191,5;2191,5;2191,3;2192,5;2199,23;2199,89;2201,13;2199,11;2199,58;2141,59;2141,60;2160,06;2160,06;2160,56;2254,90;2257,52;
2862000;"Powiat m. Olsztyn";;1857,0;1867,1;1865,2;1889,7;1889,7;1896,5;1942,8;1913,7;1918,9;1916,2;1917,3;1914,4;1914,2;1913,79;1902,35;1901,71;1900,82;1896,51;1897,72;1897,34;1896,84;1944,22;1944,21;1972,87;1974,91;
3001000;"Powiat chodzieski";;24479,4;24515,3;24536,9;24541,9;24565,9;24611,3;24615,8;24660,4;24660,4;24662,9;24680,0;24699,7;24695,6;24694,48;24723,90;24724,26;24751,91;24761,61;24766,08;24804,50;24778,85;24823,16;24829,49;24828,90;24857,70;
3002000;"Powiat czarnkowsko-trzcianecki";;93342,2;93692,7;93661,9;93585,2;93561,2;93668,7;93799,4;93969,0;94095,2;94109,8;94259,7;94235,0;94484,1;94491,14;94544,79;94562,34;94533,06;94565,84;94616,15;94637,79;94674,21;94738,51;94775,09;94793,26;94907,56;
3003000;"Powiat gnieźnieński";;18184,1;18291,6;18383,1;18477,5;18549,0;18598,6;18600,5;18578,0;18543,8;18633,2;18050,3;18445,9;18578,3;18585,25;18620,12;18628,01;18627,83;18618,86;18678,24;18716,45;18778,18;18747,63;18789,29;18834,97;18771,48;
3004000;"Powiat gostyński";;11564,5;11575,0;11572,0;11614,4;11638,1;11667,2;11666,4;11655,6;11658,9;11657,4;11628,2;11616,7;11614,9;11602,70;11604,45;11592,24;11579,68;11586,05;11581,86;11593,99;11591,78;11591,73;11669,72;11653,03;11603,81;
3005000;"Powiat grodziski";;15464,4;15454,4;15454,3;15476,9;15504,9;15567,0;15553,4;15577,4;15573,4;15570,3;15572,2;15592,5;15588,2;15576,94;15571,46;15563,58;15563,29;15562,96;15562,97;15575,29;15618,59;15625,93;15628,07;15648,01;15657,92;
3006000;"Powiat jarociński";;10810,2;10844,7;10832,7;10847,7;10845,8;10865,3;10875,2;10891,2;10944,8;10944,3;11008,5;11030,4;11024,9;11036,13;11065,97;11073,81;11076,22;11063,14;11036,42;11040,87;11049,35;11047,27;11038,40;11059,12;11061,27;
3007000;"Powiat kaliski";;23323,7;23701,4;23750,2;23865,3;23858,4;23846,4;23910,1;23988,9;23979,1;23988,8;23980,9;23984,5;23982,6;23987,94;23997,37;23992,75;23764,22;23974,72;24049,26;24086,62;24085,46;24085,31;24089,42;24101,94;24107,47;
3008000;"Powiat kępiński";;12139,5;12128,1;12117,1;12130,1;12145,5;12153,5;12201,2;12157,3;12155,9;12181,8;12283,4;12287,6;12274,7;12248,94;12260,79;12334,22;12247,24;12360,41;12303,40;12304,40;12328,42;12335,90;12348,47;12357,39;12351,11;
3009000;"Powiat kolski";;11193,0;11346,1;11470,4;11472,3;11464,3;11551,8;11600,1;11820,9;11957,5;11961,8;11947,1;11985,6;11992,4;11994,64;12032,13;12128,77;12129,45;12085,43;12094,40;12093,46;12093,25;12048,48;11986,74;12056,59;12071,46;
3010000;"Powiat koniński";;24745,5;24872,5;24907,8;25035,4;25034,8;25119,2;25150,7;25353,2;25449,4;25582,6;25666,1;25715,0;25719,8;25795,11;26015,37;25951,92;26103,02;26350,35;26394,85;26440,69;26414,21;26037,67;26105,43;26217,97;25970,97;
3011000;"Powiat kościański";;9771,8;9842,9;9869,0;9909,7;9906,7;9944,1;9992,4;9981,2;9972,1;9975,1;9976,1;9972,4;9965,0;9958,12;9964,41;9953,62;9947,12;9953,53;9952,65;9905,52;9905,33;9905,14;9906,58;9905,08;9921,80;
3012000;"Powiat krotoszyński";;13542,9;13538,9;13540,9;13526,9;13620,9;13592,9;13594,1;13598,6;13551,9;13564,2;13599,5;13607,3;13612,7;13607,37;13604,48;13611,04;13607,51;13611,95;13615,19;13600,83;13606,70;13611,64;13615,76;13633,76;13645,69;
3013000;"Powiat leszczyński";;20000,5;20039,9;20112,4;20276,3;20328,3;20369,4;20367,4;20406,4;20398,0;20402,6;20405,7;20397,4;20379,2;20387,63;20386,98;20389,68;20359,23;20404,34;20402,09;20394,21;20407,24;20403,43;20403,85;20420,18;20426,31;
3014000;"Powiat międzychodzki";;33508,9;33537,1;33545,5;33538,7;33523,3;33559,6;33673,9;33684,2;33738,8;33732,3;33741,7;33729,7;33762,4;33729,52;33732,39;33759,20;33814,62;33797,58;33823,07;33830,30;33834,75;33806,79;33823,88;33820,87;33848,64;
3015000;"Powiat nowotomyski";;39005,3;39000,3;39052,0;39059,8;39033,4;39111,1;39126,7;39289,7;39309,2;39395,2;39449,4;39459,5;39482,2;39472,90;39500,42;39517,63;39516,77;39547,70;39558,39;39618,87;39641,73;39642,24;39622,88;39638,34;39666,89;
3016000;"Powiat obornicki";;22527,4;22548,5;22508,0;22526,6;22656,7;22664,1;22677,1;22710,6;22695,3;22704,3;22700,8;22706,8;22701,6;22700,25;22755,81;22759,75;22760,85;22760,88;22759,66;22847,69;22851,97;22848,87;22864,25;22937,90;22923,18;
3017000;"Powiat ostrowski";;33093,1;33100,8;33026,3;33090,0;33085,8;33063,3;33157,5;33242,6;33271,3;33292,4;33348,4;33356,3;33361,8;33399,34;33379,24;33389,48;33490,40;33559,36;33619,83;33631,39;33654,18;33629,63;33686,37;33696,29;33739,98;
3018000;"Powiat ostrzeszowski";;26907,6;26893,8;26926,1;26966,8;26956,3;27131,2;27114,3;27138,6;27124,0;27180,3;27208,8;27309,5;27299,9;27298,44;27302,12;27323,57;27346,18;27343,48;27348,19;27276,47;27302,48;27324,09;27376,19;27400,14;27456,01;
3019000;"Powiat pilski";;36497,6;36544,0;36606,6;36616,0;36686,9;36689,5;36702,4;36893,3;36886,3;36895,6;36937,8;36963,1;37132,4;37172,34;37298,21;37318,05;37325,81;37310,07;37340,54;37646,15;37378,15;37381,52;37405,38;37400,82;37407,10;
3020000;"Powiat pleszewski";;13770,3;13939,3;13793,9;13817,2;13889,4;13942,6;13956,2;13969,5;13985,4;13990,6;13994,2;13994,0;13995,8;14014,87;14014,54;14007,15;14007,23;14019,18;14031,89;14032,37;14031,22;13869,10;13875,88;13683,11;13960,36;
3021000;"Powiat poznański";;42724,9;42778,5;42855,7;42860,2;43005,0;43233,7;43452,9;43483,9;43127,6;43245,5;43566,7;43552,5;43640,7;43633,70;43617,25;43617,20;43632,36;43728,33;43721,91;43772,91;43836,66;43805,77;43828,41;43899,59;43938,95;
3022000;"Powiat rawicki";;8323,5;8360,2;8363,6;8396,0;8412,5;8464,6;8465,0;8485,0;8502,5;8502,2;8474,6;8465,9;8471,5;8479,02;8459,85;8454,93;8465,38;8462,41;8447,49;8448,08;8450,23;8448,72;8456,48;8464,22;8459,20;
3023000;"Powiat słupecki";;12499,7;12598,7;12710,7;12780,7;12831,0;12842,3;12842,7;12879,8;12895,9;13016,2;13034,2;13053,1;13068,1;13014,63;13028,70;13050,55;13052,81;13023,16;13371,17;13039,93;12988,02;12989,04;12805,14;12898,57;12822,90;
3024000;"Powiat szamotulski";;35052,4;35159,1;35145,1;35129,8;35153,3;35163,5;35211,5;35280,3;35320,0;35324,2;35390,2;35457,3;35473,7;35473,03;35488,18;35497,66;35523,96;35516,78;35573,38;35593,15;35583,38;35577,06;35564,03;35554,31;35575,97;
3025000;"Powiat średzki";;10344,5;10310,2;10279,0;10278,0;10318,9;10321,1;10425,7;10445,8;10366,6;10364,3;10383,7;10380,0;10369,3;10354,81;10352,23;10330,47;10354,34;10354,17;10354,35;10294,13;10314,57;10315,16;10315,31;10330,13;10354,13;
3026000;"Powiat śremski";;11401,4;11428,5;11443,4;11473,5;11470,8;11489,4;11495,7;11491,7;11460,4;11483,5;11496,8;11486,3;11473,6;11491,53;11488,37;11485,30;11484,96;11487,93;11489,51;11491,81;11499,06;11499,81;11598,35;11598,25;11602,82;
3027000;"Powiat turecki";;22137,8;22283,7;22340,7;22421,6;22549,0;22947,3;22872,8;22926,9;23074,4;23152,3;23410,8;23358,4;23355,6;23356,33;23413,01;23398,23;23252,92;23292,18;23002,51;22986,92;22342,70;22232,54;22244,52;22254,20;22172,61;
3028000;"Powiat wągrowiecki";;19897,2;19944,8;19983,0;19935,7;19937,1;19950,0;19972,8;20125,6;20119,8;20160,9;20169,3;20218,1;20208,3;20203,46;20254,64;20260,81;20285,40;20308,04;20305,26;20378,65;20414,48;20349,43;20413,42;20454,29;20481,42;
3029000;"Powiat wolsztyński";;20889,7;20900,3;20897,7;20936,1;20948,9;20997,1;21049,3;21059,2;21059,1;21064,3;21064,3;21071,9;21070,8;21059,54;21073,86;21061,85;21123,75;21123,65;21133,96;21145,11;21141,79;21142,00;21139,75;21150,83;21159,81;
3030000;"Powiat wrzesiński";;13506,1;13509,1;13478,1;13494,1;13498,5;13529,7;13544,3;13549,2;13559,8;13578,6;13592,9;13586,7;13585,3;13578,09;13594,31;13627,35;13554,93;13551,19;13553,61;13552,26;13566,85;13568,56;13556,94;13560,13;13582,12;
3031000;"Powiat złotowski";;74921,7;75032,5;75234,1;75665,0;77577,5;77783,2;78365,5;78210,0;78186,7;78395,5;78582,5;78974,9;79070,8;79194,83;79315,77;79398,99;79477,00;79532,96;79564,31;79634,25;79775,23;79820,84;79884,87;79936,65;79963,11;
3061000;"Powiat m. Kalisz";;390,3;390,3;388,3;388,3;388,1;414,1;414,0;416,2;416,2;413,2;410,2;410,2;409,0;409,90;409,91;410,41;412,12;411,93;411,93;411,93;411,93;411,93;411,93;411,93;411,93;
3062000;"Powiat m. Konin";;213,0;214,0;214,0;214,0;217,8;224,0;214,0;227,0;261,7;261,7;262,5;262,2;263,5;263,67;263,67;263,02;263,02;262,91;262,91;262,91;262,90;262,79;262,79;266,04;271,69;
3063000;"Powiat m. Leszno";;238,8;244,7;247,9;247,9;248,4;248,0;246,4;247,6;245,5;245,3;245,3;245,3;245,8;245,85;245,85;245,83;245,82;246,30;247,54;247,54;247,54;247,54;247,51;247,51;247,51;
3064000;"Powiat m. Poznań";;3886,1;3878,0;3878,0;4024,0;4003,7;4005,4;4014,3;4041,3;4089,4;4159,4;4157,8;4249,1;4141,0;4168,83;4178,81;4249,62;4262,79;4265,47;4265,89;3981,41;3984,78;3985,54;4311,09;4105,75;4105,74;
3201000;"Powiat białogardzki";;33428,6;33624,7;33789,8;33954,2;34107,3;34308,9;34746,1;34885,8;35045,9;35243,3;35574,5;35610,6;35665,8;35686,48;35758,17;35983,11;35986,70;36063,12;36088,37;36139,38;36384,79;36168,80;36218,74;36327,01;36366,59;
3202000;"Powiat choszczeński";;51757,3;51855,5;51888,1;51917,1;51936,8;51967,4;52008,9;52060,1;52077,5;52123,9;52261,2;52317,3;52399,4;52442,05;52466,75;52460,03;52521,54;52545,99;52553,17;52592,98;52595,84;52598,60;52796,90;52957,32;52991,39;
3203000;"Powiat drawski";;81652,3;81791,7;82014,9;82261,5;82336,3;82729,6;82941,7;82781,8;82827,7;83102,2;83664,6;85943,2;85990,1;86117,54;86388,75;86474,94;86220,16;86045,88;86099,29;86209,30;86764,33;86778,37;86933,26;87104,03;87101,81;
3204000;"Powiat goleniowski";;61736,7;61815,3;60482,7;60654,6;60817,5;60913,2;61017,1;61094,2;61153,0;61227,9;61230,1;61242,0;61228,4;61140,41;61197,23;61200,33;61251,80;61561,57;61586,62;61526,43;61448,89;61473,36;61613,98;61980,19;62061,88;
3205000;"Powiat gryficki";;38271,8;38306,5;20974,9;20984,5;21022,5;20977,6;21011,4;21064,1;21041,8;21114,5;21344,1;21366,0;21388,2;21337,35;21354,56;21385,46;21397,11;21421,34;21447,20;21484,42;21490,37;21491,97;21558,96;21833,46;21867,96;
3206000;"Powiat gryfiński";;64045,3;64314,0;64410,3;64597,0;64650,0;64751,5;64771,5;64827,3;64871,8;64973,2;65045,4;65119,5;65172,3;65165,05;65283,31;65381,06;65442,96;65490,60;65591,48;65625,49;65653,52;65671,05;65754,37;65798,68;65829,50;
3207000;"Powiat kamieński";;27782,5;27945,4;28077,3;28033,0;28048,3;28004,7;28032,4;28038,9;28263,8;28370,3;28394,1;28374,8;28375,4;28344,58;28631,55;28781,16;28862,62;28882,67;28907,94;28912,31;29050,66;29056,36;29039,75;29238,02;29259,42;
